adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource,date
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2015,94.0,,2015-09-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2015,102.0,,2015-09-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,9,2015,91.0,,2015-09-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2015,96.0,,2015-10-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2015,103.0,,2015-10-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2015,79.0,,2015-10-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,10,2015,87.0,,2015-10-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2015,96.67,,2015-11-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2015,88.0,,2015-11-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2015,78.0,,2015-11-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,11,2015,94.0,,2015-11-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2015,77.0,,2015-12-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2015,91.07,,2015-12-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2015,101.0,,2015-12-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,12,2015,88.0,,2015-12-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2016,90.0,,2016-01-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2016,108.0,,2016-01-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2016,73.0,,2016-01-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,1,2016,73.0,,2016-01-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2016,87.0,,2016-02-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2016,73.0,,2016-02-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2016,97.0,,2016-02-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,2,2016,74.0,,2016-02-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2016,79.17,,2016-03-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2016,96.0,,2016-03-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2016,84.0,,2016-03-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,3,2016,72.0,,2016-03-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,4,2016,71.0,,2016-04-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2016,97.0,,2016-05-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2016,72.0,,2016-05-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2016,86.0,,2016-05-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,5,2016,83.0,,2016-05-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2016,73.0,,2016-06-01
133.0,Kenya,51331,Rift Valley,1851,Marigat (Baringo),262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2016,90.0,,2016-06-01
133.0,Kenya,51326,Coast,1852,Kilifi,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2016,83.0,,2016-06-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,6,2016,80.0,,2016-06-01
133.0,Kenya,51327,Eastern,187,Kitui,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2016,75.0,,2016-07-01
133.0,Kenya,51331,Rift Valley,1853,Kajiado,262,Beans (dry) - Retail,0.0,KES,15,Retail,5,KG,7,2016,80.0,,2016-07-01
